,Filename,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,"Occluded,On another road",Origin file,Origin frame number,Origin track,Origin track frame number
14,speedLimit_1330545914.avi_image9.png,speedLimit25,513,193,532,217,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2780,speedLimit_1330545914.avi,65
15,speedLimit_1330545914.avi_image10.png,speedLimit25,516,193,535,217,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2787,speedLimit_1330545914.avi,72
16,speedLimit_1330545914.avi_image11.png,speedLimit25,518,193,537,217,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2794,speedLimit_1330545914.avi,79
17,speedLimit_1330545914.avi_image12.png,speedLimit25,523,192,542,216,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2801,speedLimit_1330545914.avi,86
18,speedLimit_1330545914.avi_image13.png,speedLimit25,529,192,549,217,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2808,speedLimit_1330545914.avi,93
19,speedLimit_1330545914.avi_image14.png,speedLimit25,539,192,559,217,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2815,speedLimit_1330545914.avi,100
20,speedLimit_1330545914.avi_image15.png,speedLimit25,551,191,572,216,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2822,speedLimit_1330545914.avi,107
21,speedLimit_1330545914.avi_image16.png,speedLimit25,566,189,587,214,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2829,speedLimit_1330545914.avi,114
22,speedLimit_1330545914.avi_image17.png,speedLimit25,586,187,608,214,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2836,speedLimit_1330545914.avi,121
23,speedLimit_1330545914.avi_image18.png,speedLimit25,610,183,632,210,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2843,speedLimit_1330545914.avi,128
24,speedLimit_1330545914.avi_image19.png,speedLimit25,638,178,661,206,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2850,speedLimit_1330545914.avi,135
25,speedLimit_1330545914.avi_image20.png,speedLimit25,668,175,692,203,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2857,speedLimit_1330545914.avi,142
26,speedLimit_1330545914.avi_image21.png,speedLimit25,697,168,722,198,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2864,speedLimit_1330545914.avi,149
27,speedLimit_1330545914.avi_image22.png,speedLimit25,719,162,746,194,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2871,speedLimit_1330545914.avi,156
28,speedLimit_1330545914.avi_image23.png,speedLimit25,729,156,758,190,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2878,speedLimit_1330545914.avi,163
29,speedLimit_1330545914.avi_image24.png,speedLimit25,731,150,761,187,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2885,speedLimit_1330545914.avi,170
30,speedLimit_1330545914.avi_image25.png,speedLimit25,734,142,765,181,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2892,speedLimit_1330545914.avi,177
31,speedLimit_1330545914.avi_image26.png,speedLimit25,744,134,777,175,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2899,speedLimit_1330545914.avi,184
32,speedLimit_1330545914.avi_image27.png,speedLimit25,761,125,797,170,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2906,speedLimit_1330545914.avi,191
33,speedLimit_1330545914.avi_image28.png,speedLimit25,785,107,828,157,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2913,speedLimit_1330545914.avi,198
34,speedLimit_1330545914.avi_image29.png,speedLimit25,831,92,878,149,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,2920,speedLimit_1330545914.avi,205
35,stop_1330545935.avi_image0.png,stop,376,138,413,175,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3176,stop_1330545935.avi,2
36,stop_1330545935.avi_image0.png,stop,709,203,726,227,"0,1",aiua120214-0/DataLog02142012_external_camera.avi,3176,stop_1330545935.avi,2
37,stop_1330545935.avi_image1.png,stop,412,145,451,185,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3181,stop_1330545935.avi,7
38,stop_1330545935.avi_image1.png,stop,759,215,776,241,"0,1",aiua120214-0/DataLog02142012_external_camera.avi,3181,stop_1330545935.avi,7
39,stop_1330545935.avi_image2.png,stop,450,145,490,185,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3186,stop_1330545935.avi,12
40,stop_1330545935.avi_image2.png,stop,810,218,828,244,"0,1",aiua120214-0/DataLog02142012_external_camera.avi,3186,stop_1330545935.avi,12
41,stop_1330545935.avi_image3.png,stop,487,132,530,176,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3191,stop_1330545935.avi,17
42,stop_1330545935.avi_image3.png,stop,862,212,881,239,"0,1",aiua120214-0/DataLog02142012_external_camera.avi,3191,stop_1330545935.avi,17
43,stop_1330545935.avi_image4.png,stop,531,128,577,174,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3196,stop_1330545935.avi,22
44,stop_1330545935.avi_image4.png,stop,921,214,940,242,"0,1",aiua120214-0/DataLog02142012_external_camera.avi,3196,stop_1330545935.avi,22
45,stop_1330545935.avi_image5.png,stop,579,128,628,178,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3201,stop_1330545935.avi,27
46,stop_1330545935.avi_image5.png,stop,985,218,1004,247,"0,1",aiua120214-0/DataLog02142012_external_camera.avi,3201,stop_1330545935.avi,27
47,stop_1330545935.avi_image5.png,pedestrianCrossing,5,193,25,213,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3201,stop_1330545935.avi,27
48,stop_1330545935.avi_image6.png,stop,634,122,687,176,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3206,stop_1330545935.avi,32
49,stop_1330545935.avi_image6.png,pedestrianCrossing,40,192,61,213,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3206,stop_1330545935.avi,32
50,stop_1330545935.avi_image7.png,stop,693,111,750,169,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3211,stop_1330545935.avi,37
51,stop_1330545935.avi_image7.png,pedestrianCrossing,75,186,98,208,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3211,stop_1330545935.avi,37
52,stop_1330545935.avi_image8.png,stop,757,102,818,164,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3216,stop_1330545935.avi,42
53,stop_1330545935.avi_image8.png,pedestrianCrossing,110,187,133,209,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3216,stop_1330545935.avi,42
54,stop_1330545935.avi_image9.png,stop,827,94,893,162,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3221,stop_1330545935.avi,47
55,stop_1330545935.avi_image9.png,pedestrianCrossing,144,190,167,212,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3221,stop_1330545935.avi,47
56,stop_1330545935.avi_image10.png,stop,903,81,976,155,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3226,stop_1330545935.avi,52
57,stop_1330545935.avi_image10.png,pedestrianCrossing,179,190,202,212,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3226,stop_1330545935.avi,52
58,stop_1330545935.avi_image11.png,pedestrianCrossing,208,184,232,207,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3231,stop_1330545935.avi,57
59,stop_1330545935.avi_image12.png,pedestrianCrossing,231,179,255,202,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3236,stop_1330545935.avi,62
60,pedestrianCrossing_1330545944.avi_image0.png,pedestrianCrossing,300,193,326,219,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3255,pedestrianCrossing_1330545944.avi,2
61,pedestrianCrossing_1330545944.avi_image1.png,pedestrianCrossing,320,183,347,210,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3262,pedestrianCrossing_1330545944.avi,9
62,pedestrianCrossing_1330545944.avi_image2.png,pedestrianCrossing,338,175,367,203,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3269,pedestrianCrossing_1330545944.avi,16
63,pedestrianCrossing_1330545944.avi_image3.png,pedestrianCrossing,355,179,384,207,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3276,pedestrianCrossing_1330545944.avi,23
64,pedestrianCrossing_1330545944.avi_image4.png,pedestrianCrossing,364,179,393,208,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3283,pedestrianCrossing_1330545944.avi,30
65,pedestrianCrossing_1330545944.avi_image5.png,pedestrianCrossing,367,175,396,204,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3290,pedestrianCrossing_1330545944.avi,37
66,pedestrianCrossing_1330545944.avi_image6.png,pedestrianCrossing,372,181,401,210,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3297,pedestrianCrossing_1330545944.avi,44
67,pedestrianCrossing_1330545944.avi_image7.png,pedestrianCrossing,373,181,402,210,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3304,pedestrianCrossing_1330545944.avi,51
68,pedestrianCrossing_1330545944.avi_image8.png,pedestrianCrossing,373,187,402,216,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3311,pedestrianCrossing_1330545944.avi,58
69,pedestrianCrossing_1330545944.avi_image9.png,pedestrianCrossing,373,188,402,217,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3318,pedestrianCrossing_1330545944.avi,65
70,pedestrianCrossing_1330545944.avi_image10.png,pedestrianCrossing,373,189,402,218,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3325,pedestrianCrossing_1330545944.avi,72
71,pedestrianCrossing_1330545944.avi_image11.png,pedestrianCrossing,375,191,404,220,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3332,pedestrianCrossing_1330545944.avi,79
72,pedestrianCrossing_1330545944.avi_image12.png,pedestrianCrossing,379,192,408,221,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3339,pedestrianCrossing_1330545944.avi,86
73,pedestrianCrossing_1330545944.avi_image13.png,pedestrianCrossing,384,197,413,226,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3346,pedestrianCrossing_1330545944.avi,93
74,pedestrianCrossing_1330545944.avi_image14.png,pedestrianCrossing,396,198,425,227,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3353,pedestrianCrossing_1330545944.avi,100
75,pedestrianCrossing_1330545944.avi_image15.png,pedestrianCrossing,413,198,442,227,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3360,pedestrianCrossing_1330545944.avi,107
76,pedestrianCrossing_1330545944.avi_image16.png,pedestrianCrossing,437,197,467,228,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3367,pedestrianCrossing_1330545944.avi,114
77,pedestrianCrossing_1330545944.avi_image17.png,pedestrianCrossing,466,198,497,230,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3374,pedestrianCrossing_1330545944.avi,121
78,pedestrianCrossing_1330545944.avi_image18.png,pedestrianCrossing,499,196,532,229,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3381,pedestrianCrossing_1330545944.avi,128
79,pedestrianCrossing_1330545944.avi_image19.png,pedestrianCrossing,533,199,566,232,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3388,pedestrianCrossing_1330545944.avi,135
80,pedestrianCrossing_1330545944.avi_image20.png,pedestrianCrossing,569,198,604,233,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3395,pedestrianCrossing_1330545944.avi,142
81,pedestrianCrossing_1330545944.avi_image21.png,pedestrianCrossing,605,199,640,234,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3402,pedestrianCrossing_1330545944.avi,149
82,pedestrianCrossing_1330545944.avi_image22.png,pedestrianCrossing,636,199,672,235,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3409,pedestrianCrossing_1330545944.avi,156
83,pedestrianCrossing_1330545944.avi_image23.png,pedestrianCrossing,665,198,703,236,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3416,pedestrianCrossing_1330545944.avi,163
84,pedestrianCrossing_1330545944.avi_image24.png,pedestrianCrossing,694,192,734,233,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3423,pedestrianCrossing_1330545944.avi,170
85,pedestrianCrossing_1330545944.avi_image25.png,pedestrianCrossing,726,184,770,228,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3430,pedestrianCrossing_1330545944.avi,177
86,pedestrianCrossing_1330545944.avi_image26.png,pedestrianCrossing,763,181,812,228,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3437,pedestrianCrossing_1330545944.avi,184
87,pedestrianCrossing_1330545944.avi_image27.png,pedestrianCrossing,805,171,855,221,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3444,pedestrianCrossing_1330545944.avi,191
88,pedestrianCrossing_1330545944.avi_image28.png,pedestrianCrossing,850,162,907,218,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3451,pedestrianCrossing_1330545944.avi,198
89,pedestrianCrossing_1330545944.avi_image29.png,pedestrianCrossing,900,155,963,218,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,3458,pedestrianCrossing_1330545944.avi,205
90,stop_1330546017.avi_image0.png,stop,708,134,753,180,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4837,stop_1330546017.avi,2
91,stop_1330546017.avi_image0.png,pedestrianCrossing,23,175,41,194,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4837,stop_1330546017.avi,2
92,stop_1330546017.avi_image1.png,stop,731,128,778,177,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4842,stop_1330546017.avi,7
93,stop_1330546017.avi_image1.png,pedestrianCrossing,23,177,42,197,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4842,stop_1330546017.avi,7
94,stop_1330546017.avi_image2.png,stop,758,119,808,172,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4847,stop_1330546017.avi,12
95,stop_1330546017.avi_image2.png,pedestrianCrossing,23,174,43,196,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4847,stop_1330546017.avi,12
96,stop_1330546017.avi_image3.png,stop,790,105,844,163,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4852,stop_1330546017.avi,17
97,stop_1330546017.avi_image3.png,pedestrianCrossing,27,169,49,191,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4852,stop_1330546017.avi,17
98,stop_1330546017.avi_image4.png,stop,825,92,884,154,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4857,stop_1330546017.avi,22
99,stop_1330546017.avi_image4.png,pedestrianCrossing,32,164,54,187,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4857,stop_1330546017.avi,22
100,stop_1330546017.avi_image5.png,stop,868,82,933,149,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4862,stop_1330546017.avi,27
101,stop_1330546017.avi_image5.png,pedestrianCrossing,35,162,58,184,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4862,stop_1330546017.avi,27
102,stop_1330546017.avi_image6.png,stop,914,69,986,143,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4867,stop_1330546017.avi,32
103,stop_1330546017.avi_image6.png,pedestrianCrossing,39,165,62,188,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4867,stop_1330546017.avi,32
104,stop_1330546017.avi_image7.png,pedestrianCrossing,45,166,67,188,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4872,stop_1330546017.avi,37
105,stop_1330546017.avi_image8.png,pedestrianCrossing,52,157,74,179,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4877,stop_1330546017.avi,42
106,pedestrianCrossing_1330546021.avi_image0.png,pedestrianCrossing,82,147,105,169,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4908,pedestrianCrossing_1330546021.avi,2
107,pedestrianCrossing_1330546021.avi_image1.png,pedestrianCrossing,87,144,110,166,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4918,pedestrianCrossing_1330546021.avi,12
108,pedestrianCrossing_1330546021.avi_image2.png,pedestrianCrossing,89,140,113,163,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4928,pedestrianCrossing_1330546021.avi,22
109,pedestrianCrossing_1330546021.avi_image3.png,pedestrianCrossing,91,137,116,161,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4938,pedestrianCrossing_1330546021.avi,32
110,pedestrianCrossing_1330546021.avi_image4.png,pedestrianCrossing,92,135,117,159,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4948,pedestrianCrossing_1330546021.avi,42
111,pedestrianCrossing_1330546021.avi_image5.png,pedestrianCrossing,92,134,118,159,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4958,pedestrianCrossing_1330546021.avi,52
112,pedestrianCrossing_1330546021.avi_image6.png,pedestrianCrossing,91,140,117,165,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4968,pedestrianCrossing_1330546021.avi,62
113,pedestrianCrossing_1330546021.avi_image7.png,pedestrianCrossing,91,140,117,165,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4978,pedestrianCrossing_1330546021.avi,72
114,pedestrianCrossing_1330546021.avi_image8.png,pedestrianCrossing,91,140,117,165,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4988,pedestrianCrossing_1330546021.avi,82
115,pedestrianCrossing_1330546021.avi_image9.png,pedestrianCrossing,91,140,117,165,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,4998,pedestrianCrossing_1330546021.avi,92
116,pedestrianCrossing_1330546021.avi_image10.png,pedestrianCrossing,91,141,117,166,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5008,pedestrianCrossing_1330546021.avi,102
117,pedestrianCrossing_1330546021.avi_image11.png,pedestrianCrossing,93,141,119,166,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5018,pedestrianCrossing_1330546021.avi,112
118,pedestrianCrossing_1330546021.avi_image12.png,pedestrianCrossing,97,143,124,169,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5028,pedestrianCrossing_1330546021.avi,122
119,pedestrianCrossing_1330546021.avi_image13.png,pedestrianCrossing,107,144,134,170,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5038,pedestrianCrossing_1330546021.avi,132
120,pedestrianCrossing_1330546021.avi_image14.png,pedestrianCrossing,123,145,150,171,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5048,pedestrianCrossing_1330546021.avi,142
121,pedestrianCrossing_1330546021.avi_image15.png,pedestrianCrossing,138,147,167,174,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5058,pedestrianCrossing_1330546021.avi,152
122,pedestrianCrossing_1330546021.avi_image16.png,pedestrianCrossing,157,141,185,169,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5068,pedestrianCrossing_1330546021.avi,162
123,pedestrianCrossing_1330546021.avi_image17.png,pedestrianCrossing,186,129,214,157,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5078,pedestrianCrossing_1330546021.avi,172
124,pedestrianCrossing_1330546021.avi_image18.png,pedestrianCrossing,224,229,252,257,"1,0",aiua120214-0/DataLog02142012_external_camera.avi,5088,pedestrianCrossing_1330546021.avi,182
125,pedestrianCrossing_1330546021.avi_image19.png,pedestrianCrossing,254,191,282,219,"1,0",aiua120214-0/DataLog02142012_external_camera.avi,5098,pedestrianCrossing_1330546021.avi,192
126,pedestrianCrossing_1330546021.avi_image20.png,pedestrianCrossing,276,216,305,245,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5108,pedestrianCrossing_1330546021.avi,202
127,pedestrianCrossing_1330546021.avi_image21.png,pedestrianCrossing,298,207,327,237,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5118,pedestrianCrossing_1330546021.avi,212
128,pedestrianCrossing_1330546021.avi_image22.png,pedestrianCrossing,328,222,358,253,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5128,pedestrianCrossing_1330546021.avi,222
129,pedestrianCrossing_1330546021.avi_image23.png,pedestrianCrossing,359,217,391,250,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5138,pedestrianCrossing_1330546021.avi,232
130,pedestrianCrossing_1330546021.avi_image24.png,pedestrianCrossing,394,216,428,251,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5148,pedestrianCrossing_1330546021.avi,242
131,pedestrianCrossing_1330546021.avi_image25.png,pedestrianCrossing,434,208,471,245,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5158,pedestrianCrossing_1330546021.avi,252
132,pedestrianCrossing_1330546021.avi_image26.png,pedestrianCrossing,481,199,520,238,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5168,pedestrianCrossing_1330546021.avi,262
133,pedestrianCrossing_1330546021.avi_image27.png,pedestrianCrossing,531,189,576,233,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5178,pedestrianCrossing_1330546021.avi,272
134,pedestrianCrossing_1330546021.avi_image28.png,pedestrianCrossing,591,177,638,224,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5188,pedestrianCrossing_1330546021.avi,282
135,pedestrianCrossing_1330546021.avi_image29.png,pedestrianCrossing,653,170,706,225,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5198,pedestrianCrossing_1330546021.avi,292
136,stop_1330546043.avi_image0.png,stop,909,129,971,191,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5406,stop_1330546043.avi,2
137,stop_1330546043.avi_image1.png,stop,935,122,1001,188,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,5411,stop_1330546043.avi,7
138,stop_1330546076.avi_image0.png,stop,727,186,766,226,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6190,stop_1330546076.avi,2
139,stop_1330546076.avi_image1.png,stop,745,179,787,222,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6195,stop_1330546076.avi,7
140,stop_1330546076.avi_image2.png,stop,766,172,809,217,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6200,stop_1330546076.avi,12
141,stop_1330546076.avi_image3.png,stop,787,165,834,212,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6205,stop_1330546076.avi,17
142,stop_1330546076.avi_image4.png,stop,812,154,862,206,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6210,stop_1330546076.avi,22
143,stop_1330546076.avi_image5.png,stop,838,146,893,202,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6215,stop_1330546076.avi,27
144,stop_1330546076.avi_image6.png,stop,868,139,927,198,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6220,stop_1330546076.avi,32
145,stop_1330546076.avi_image7.png,stop,904,130,966,195,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6225,stop_1330546076.avi,37
146,stop_1330546076.avi_image8.png,stop,942,123,1010,193,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6230,stop_1330546076.avi,42
147,speedLimit_1330546092.avi_image0.png,speedLimit35,755,182,778,210,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6535,speedLimit_1330546092.avi,2
148,speedLimit_1330546092.avi_image1.png,speedLimit35,762,182,785,210,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6540,speedLimit_1330546092.avi,7
149,speedLimit_1330546092.avi_image2.png,speedLimit35,771,181,796,211,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6545,speedLimit_1330546092.avi,12
150,speedLimit_1330546092.avi_image3.png,speedLimit35,784,176,810,208,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6550,speedLimit_1330546092.avi,17
151,speedLimit_1330546092.avi_image4.png,speedLimit35,801,171,829,205,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6555,speedLimit_1330546092.avi,22
152,speedLimit_1330546092.avi_image5.png,speedLimit35,821,170,850,205,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6560,speedLimit_1330546092.avi,27
153,speedLimit_1330546092.avi_image6.png,speedLimit35,841,169,873,207,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6565,speedLimit_1330546092.avi,32
154,speedLimit_1330546092.avi_image7.png,speedLimit35,864,170,897,210,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6570,speedLimit_1330546092.avi,37
155,speedLimit_1330546092.avi_image8.png,speedLimit35,888,166,922,207,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6575,speedLimit_1330546092.avi,42
156,speedLimit_1330546092.avi_image9.png,speedLimit35,913,152,950,196,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6580,speedLimit_1330546092.avi,47
157,speedLimit_1330546092.avi_image10.png,speedLimit35,944,150,982,197,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6585,speedLimit_1330546092.avi,52
158,speedLimit_1330546092.avi_image11.png,speedLimit35,978,150,1019,202,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6590,speedLimit_1330546092.avi,57
159,speedLimit_1330546108.avi_image0.png,speedLimit35,667,144,688,168,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6897,speedLimit_1330546108.avi,2
160,speedLimit_1330546108.avi_image1.png,speedLimit35,675,166,697,193,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6902,speedLimit_1330546108.avi,7
161,speedLimit_1330546108.avi_image2.png,speedLimit35,685,175,709,204,"0,0",aiua120214-0/DataLog02142012_external_camera.avi,6907,speedLimit_1330546108.avi,12
